location_name,permit_number,start_time,stop_time,duration_minutes
21 HIGH STREET CSO,21 HIGH STREET CSO,2023-01-07T14:30:00,2023-01-07T14:45:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-03-18T20:00:00,2023-03-18T20:15:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-03-31T15:00:00,2023-03-31T15:15:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-06-22T16:45:00,2023-06-22T17:30:00,45.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-07-15T14:00:00,2023-07-15T14:15:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-09-10T13:30:00,2023-09-10T13:45:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-09-12T16:15:00,2023-09-12T16:30:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-09-20T18:45:00,2023-09-20T19:00:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-09-20T19:30:00,2023-09-20T19:45:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-10-20T03:45:00,2023-10-20T04:00:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-10-20T05:15:00,2023-10-20T05:30:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-11-02T04:15:00,2023-11-02T04:30:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-11-04T17:45:00,2023-11-04T18:00:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-12-09T09:00:00,2023-12-09T09:15:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-12-09T09:15:00,2023-12-09T09:30:00,15.0
5 SSO AT WELLINGBOROUGH,5 SSO AT WELLINGBOROUGH,2023-12-31T00:15:00,2023-12-31T00:30:00,15.0
A508 ROUNDABOUT,A508 ROUNDABOUT,2023-12-20T06:00:00,2023-12-20T06:15:00,15.0
A508 ROUNDABOUT,A508 ROUNDABOUT,2023-12-25T21:00:00,2023-12-25T21:15:00,15.0
A508 ROUNDABOUT,A508 ROUNDABOUT,2023-12-25T21:15:00,2023-12-25T21:30:00,15.0
A508 ROUNDABOUT,A508 ROUNDABOUT,2023-12-27T06:30:00,2023-12-27T06:45:00,15.0
A508 ROUNDABOUT,A508 ROUNDABOUT,2023-12-27T16:15:00,2023-12-27T16:30:00,15.0
A508 ROUNDABOUT,A508 ROUNDABOUT,2023-12-31T00:15:00,2023-12-31T00:45:00,30.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-06-20T07:38:00,2023-06-20T07:50:00,12.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-06-20T07:52:00,2023-06-20T07:54:00,2.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-06-20T07:56:00,2023-06-20T08:00:00,4.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-06-20T08:00:00,2023-06-20T08:02:00,2.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-06-20T08:02:00,2023-06-20T09:04:00,62.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-06-20T09:06:00,2023-06-20T09:08:00,2.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-06-22T16:28:00,2023-06-22T16:32:00,4.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-06-22T16:32:00,2023-06-22T16:34:00,2.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-06-22T16:38:00,2023-06-22T16:40:00,2.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-07-14T15:20:00,2023-07-14T17:30:00,130.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-09-20T17:22:00,2023-09-20T17:58:00,36.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-09-20T18:42:00,2023-09-20T20:06:00,84.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-09-20T20:08:00,2023-09-20T20:10:00,2.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-10-18T21:20:00,2023-10-18T21:34:00,14.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-10-20T04:14:00,2023-10-20T04:16:00,2.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-10-20T05:12:00,2023-10-20T06:32:00,80.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-12-09T09:10:00,2023-12-09T10:16:00,66.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-12-09T10:16:00,2023-12-09T10:22:00,6.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-12-09T10:24:00,2023-12-09T10:28:00,4.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-12-09T10:38:00,2023-12-09T10:42:00,4.0
ABINGTON TANK CSO,ABINGTON TANK CSO,2023-12-31T05:56:00,2023-12-31T07:14:00,78.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-01-01T00:00:00,2023-01-13T14:30:00,18150.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-01-13T15:00:00,2023-01-18T09:30:00,6870.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-01-18T09:30:00,2023-01-18T09:45:00,15.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-09T12:45:00,2023-03-15T12:00:00,8595.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-15T21:00:00,2023-03-16T12:00:00,900.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-16T18:45:00,2023-03-17T13:45:00,1140.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-17T22:45:00,2023-03-18T10:45:00,720.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-18T21:00:00,2023-03-19T09:30:00,750.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-19T22:00:00,2023-03-20T13:30:00,930.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-21T06:30:00,2023-03-22T19:45:00,2235.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-22T20:45:00,2023-03-22T21:00:00,15.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-22T22:45:00,2023-03-22T23:00:00,15.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-22T23:00:00,2023-03-23T00:00:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-23T00:15:00,2023-03-23T01:00:00,45.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-23T01:30:00,2023-03-23T03:00:00,90.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-23T06:45:00,2023-03-23T10:45:00,240.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-23T11:45:00,2023-03-23T12:30:00,45.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-23T18:15:00,2023-03-23T18:30:00,15.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-23T19:00:00,2023-03-23T19:45:00,45.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-23T19:45:00,2023-03-23T21:15:00,90.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-23T21:30:00,2023-03-23T22:30:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-23T22:45:00,2023-03-24T00:00:00,75.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-29T08:15:00,2023-03-29T09:00:00,45.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-29T10:00:00,2023-03-29T10:15:00,15.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-29T10:45:00,2023-03-29T11:30:00,45.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-29T12:30:00,2023-03-29T13:00:00,30.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-29T14:00:00,2023-03-29T17:00:00,180.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-29T17:45:00,2023-03-29T18:00:00,15.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-29T19:15:00,2023-03-29T19:30:00,15.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-29T20:00:00,2023-03-29T21:00:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-29T21:45:00,2023-03-29T23:00:00,75.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-30T00:15:00,2023-03-30T02:30:00,135.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-30T03:30:00,2023-03-30T06:45:00,195.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-30T07:30:00,2023-03-30T08:00:00,30.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-30T08:45:00,2023-03-30T09:00:00,15.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-30T21:00:00,2023-03-30T21:15:00,15.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-30T22:15:00,2023-03-30T23:00:00,45.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-30T23:30:00,2023-03-31T00:15:00,45.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T01:15:00,2023-03-31T03:30:00,135.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T04:15:00,2023-03-31T07:30:00,195.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T07:45:00,2023-03-31T08:45:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T09:00:00,2023-03-31T10:00:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T10:15:00,2023-03-31T11:15:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T11:45:00,2023-03-31T12:45:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T13:00:00,2023-03-31T14:00:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T14:15:00,2023-03-31T15:00:00,45.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T15:15:00,2023-03-31T17:00:00,105.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T17:15:00,2023-03-31T18:15:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T18:15:00,2023-03-31T19:30:00,75.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T19:45:00,2023-03-31T20:45:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T21:00:00,2023-03-31T22:15:00,75.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-03-31T22:30:00,2023-04-01T00:00:00,90.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T00:15:00,2023-04-01T03:15:00,180.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T03:30:00,2023-04-01T07:45:00,255.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T08:00:00,2023-04-01T09:45:00,105.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T10:00:00,2023-04-01T11:45:00,105.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T12:00:00,2023-04-01T13:15:00,75.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T13:30:00,2023-04-01T14:45:00,75.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T15:15:00,2023-04-01T17:00:00,105.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T17:30:00,2023-04-01T18:15:00,45.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T19:00:00,2023-04-01T19:45:00,45.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T20:30:00,2023-04-01T21:30:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T22:15:00,2023-04-01T23:00:00,45.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-01T23:30:00,2023-04-02T01:15:00,105.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-02T02:00:00,2023-04-02T07:45:00,345.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-02T08:15:00,2023-04-02T10:00:00,105.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-02T10:30:00,2023-04-02T12:45:00,135.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-02T13:45:00,2023-04-02T14:45:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-02T15:30:00,2023-04-02T16:30:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-02T17:15:00,2023-04-02T18:15:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-02T19:00:00,2023-04-02T20:00:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-02T20:45:00,2023-04-02T21:45:00,60.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-02T22:45:00,2023-04-03T00:15:00,90.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-03T01:30:00,2023-04-03T06:15:00,285.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-05T23:30:00,2023-04-06T03:15:00,225.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-06T04:45:00,2023-04-06T06:15:00,90.0
AKELEY (EX STW) PS,AKELEY (EX STW) PS,2023-04-06T07:30:00,2023-04-06T08:15:00,45.0
